CODIGO	X	Y	BIO6	BIO19	disthi	SWIslope	perc_a	SWIsoils	ppovfor	pagric
29TNF1894	518500.00310800000	4594500.00001000000	65.00000000000	486.00000000000	14317.80000000000	0.00000000000	0.00000000000	0.19851500000	57.5310399	13.31424119
29TNF1895	518500.00310800000	4595500.00001000000	65.00000000000	486.00000000000	14142.10000000000	0.00000000000	0.00000000000	0.50057100000	13.42918709	0
29TNF1896	518500.00310800000	4596500.00000000000	66.00000000000	484.00000000000	14035.70000000000	0.00000000000	0.00000000000	1.07751000000	3.757979135	4.616012414
29TNF1897	518500.00310800000	4597500.00000000000	64.72730000000	485.72700000000	14000.00000000000	0.00000000000	0.00000000000	1.09083000000	0	0
29TNF1898	518500.00310800000	4598500.00000000000	65.00000000000	487.72700000000	14035.70000000000	0.00000000000	0.00000000000	0.74241700000	0	17.62302029
29TNF1899	518500.00310800000	4599500.00000000000	65.00000000000	489.00000000000	14142.10000000000	0.00000000000	0.00000000000	0.72410800000	0.963405231	42.7995306
29TNF1992	519500.00310600000	4592500.00001000000	65.00000000000	481.00000000000	13928.40000000000	0.00000000000	0.00000000000	1.03932000000	0	41.96620777
29TNF1993	519500.00310600000	4593500.00001000000	65.00000000000	482.00000000000	13601.50000000000	0.00000000000	0.00000000000	0.69134600000	0	78.9376668
29TNF1994	519500.00310600000	4594500.00001000000	65.00000000000	485.00000000000	13341.70000000000	0.00000000000	0.00000000000	0.36692500000	0	47.50803118
29TNF1995	519500.00310600000	4595500.00001000000	66.00000000000	482.00000000000	13152.90000000000	0.00000000000	0.00000000000	1.36315000000	7.312621987	21.85007113
29TNF1996	519500.00310700000	4596500.00000000000	65.00000000000	485.00000000000	13038.40000000000	0.00000000000	0.00000000000	0.53418300000	0	42.38920032
29TNF1997	519500.00310700000	4597500.00000000000	65.00000000000	486.00000000000	13000.00000000000	0.00000000000	0.00000000000	0.00000000000	0	75.94164504
29TNF1998	519500.00310700000	4598500.00000000000	65.00000000000	487.00000000000	13038.40000000000	0.00000000000	0.00000000000	0.00000000000	11.79116631	57.68049466
29TNF1999	519500.00310700000	4599500.00000000000	64.00000000000	492.00000000000	13152.90000000000	0.00000000000	0.00000000000	0.00000000000	17.55733491	35.46597258
29TNF2091	520500.00310400000	4591500.00001000000	64.00000000000	481.00000000000	13416.40000000000	0.00000000000	0.00000000000	0.45588600000	14.83144093	81.27885682
29TNF2092	520500.00310400000	4592500.00001000000	64.00000000000	480.00000000000	13000.00000000000	0.00000000000	0.00000000000	0.00000000000	0.856328148	79.91088328
29TNF2093	520500.00310500000	4593500.00001000000	64.00000000000	482.00000000000	12649.10000000000	0.00000000000	0.00000000000	0.00000000000	4.309447996	70.14861904
29TNF2094	520500.00310500000	4594500.00001000000	64.00000000000	484.00000000000	12369.30000000000	0.00000000000	0.00000000000	0.09803910000	20.33067996	48.47460143
29TNF2095	520500.00310500000	4595500.00001000000	65.00000000000	485.00000000000	12165.50000000000	0.00000000000	0.00000000000	1.08919000000	3.362832049	5.530731491
29TNF2096	520500.00310500000	4596500.00000000000	65.00000000000	486.00000000000	12041.60000000000	0.00000000000	0.00000000000	0.05600150000	0	33.6860836
29TNF2097	520500.00310500000	4597500.00000000000	63.00000000000	491.00000000000	12000.00000000000	0.00000000000	0.00000000000	0.00000000000	4.195589056	32.02597715
29TNF2098	520500.00310500000	4598500.00000000000	62.00000000000	496.00000000000	12041.60000000000	0.43397300000	0.00000000000	0.27876900000	0	14.3011202
29TNF2099	520500.00310500000	4599500.00000000000	59.00000000000	507.00000000000	12165.50000000000	1.41465000000	0.00000000000	0.61086400000	10.65124833	0
29TNF2192	521500.00310300000	4592500.00001000000	63.00000000000	479.00000000000	12083.00000000000	0.00000000000	0.00000000000	0.00000000000	0	14.26365191
29TNF2193	521500.00310300000	4593500.00001000000	63.00000000000	482.00000000000	11704.70000000000	0.00000000000	0.00000000000	0.00000000000	0.345144315	40.18573491
29TNF2194	521500.00310300000	4594500.00001000000	64.00000000000	483.00000000000	11401.80000000000	0.00000000000	5.73774000000	0.22696800000	0	58.29650023
29TNF2195	521500.00310300000	4595500.00001000000	64.00000000000	485.00000000000	11180.30000000000	0.00000000000	20.77310000000	1.08513000000	29.75469842	39.41971324
29TNF2196	521500.00310300000	4596500.00000000000	64.00000000000	486.00000000000	11045.40000000000	0.09803910000	19.75770000000	1.09710000000	6.754671517	7.066069523
29TNF2197	521500.00310300000	4597500.00000000000	62.00000000000	491.00000000000	11000.00000000000	0.00000000000	0.00000000000	0.00000000000	48.77210766	33.9981843
29TNF2198	521500.00310300000	4598500.00000000000	62.00000000000	495.00000000000	11045.40000000000	0.09803910000	0.00000000000	0.25363900000	14.93766917	47.09886147
29TNF2199	521500.00310400000	4599500.00000000000	60.00000000000	502.00000000000	11180.30000000000	1.08642000000	0.00000000000	0.94977000000	40.23526745	21.62319453
29TNF2291	522500.00310100000	4591500.00001000000	63.00000000000	479.00000000000	11661.90000000000	0.00000000000	0.00000000000	0.00000000000	43.1193032	14.46791518
29TNF2292	522500.00310100000	4592500.00001000000	64.00000000000	477.00000000000	11180.30000000000	0.00000000000	0.00000000000	0.00000000000	7.200400965	36.19749816
29TNF2293	522500.00310100000	4593500.00001000000	64.00000000000	476.00000000000	10770.30000000000	0.00000000000	28.20220000000	0.60215200000	5.662513566	77.34869555
29TNF2294	522500.00310100000	4594500.00001000000	64.00000000000	476.00000000000	10440.30000000000	0.00000000000	84.08500000000	0.43967000000	0	84.91525436
